task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
176	8f/01d583	41782	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	CACHED	0	2025-10-08 16:34:32.997	1.2s	0ms	323.7%	6.5 MB	286 MB	104.7 KB	3.5 KB
177	35/273100	41666	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	CACHED	0	2025-10-08 16:34:30.724	1.2s	0ms	213.5%	6.5 MB	286 MB	104.3 KB	3.9 KB
179	56/ae70a5	42186	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:MAKE_VARIANTS_LONG_TABLE	CACHED	0	2025-10-08 16:41:13.251	2m 42s	1s	177.2%	33.6 MB	1.5 GB	16.8 MB	107.6 KB
178	88/3ba88f	41755	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	CACHED	0	2025-10-08 16:34:32.468	1.1s	1s	271.6%	6.3 MB	286 MB	101.9 KB	3.6 KB
162	9b/6fc564	42081	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5743893)	CACHED	0	2025-10-08 16:41:09.233	2.1s	1s	95.0%	7.7 MB	293.6 MB	93 KB	30.1 KB
159	62/4995c2	42154	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (SRR13500958)	CACHED	0	2025-10-08 16:41:11.389	1.9s	1s	94.9%	8.1 MB	293.6 MB	92.9 KB	30.1 KB
163	2b/154905	41811	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5556343)	CACHED	0	2025-10-08 16:34:33.561	1.9s	0ms	112.3%	8 MB	293.6 MB	93 KB	30.1 KB
161	99/1b9dde	42125	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5181310)	CACHED	0	2025-10-08 16:41:11.303	1.9s	0ms	100.0%	8 MB	293.6 MB	92.9 KB	30.1 KB
160	2f/ff19e8	42076	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5405022)	CACHED	0	2025-10-08 16:41:09.226	2.1s	0ms	100.0%	8.1 MB	293.6 MB	93 KB	30.1 KB
184	0c/8bf728	42299	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5405022)	CACHED	0	2025-10-08 16:43:55.551	2s	0ms	177.4%	6.2 MB	286 MB	163 KB	60.2 KB
181	d6/e731da	42045	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5556343)	CACHED	0	2025-10-08 16:41:08.269	950ms	0ms	260.9%	6.3 MB	286 MB	162.8 KB	60.1 KB
182	d9/77215a	42361	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5181310)	CACHED	0	2025-10-08 16:43:59.631	1.7s	0ms	183.4%	6.3 MB	286 MB	163.2 KB	60.1 KB
183	d3/dcf2c3	42393	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (SRR13500958)	CACHED	0	2025-10-08 16:44:01.378	1.7s	0ms	175.2%	6.2 MB	286 MB	162.5 KB	60.1 KB
180	0b/882410	42330	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5743893)	CACHED	0	2025-10-08 16:43:57.585	2s	1s	179.5%	6.3 MB	286 MB	162.6 KB	60.1 KB
189	45/42433d	42455	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5405022)	CACHED	0	2025-10-08 16:44:10.338	472ms	10ms	160.0%	2.4 MB	3.5 MB	87.8 KB	31.1 KB
186	ef/2b5d98	42461	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5743893)	CACHED	0	2025-10-08 16:44:10.353	510ms	8ms	88.9%	2.4 MB	3.5 MB	87.8 KB	31.1 KB
188	ca/a199fb	42525	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (SRR13500958)	CACHED	0	2025-10-08 16:44:10.869	502ms	8ms	0.0%	2.4 MB	3.5 MB	87.8 KB	31.1 KB
185	44/ef4362	42229	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5556343)	CACHED	0	2025-10-08 16:41:13.323	335ms	6ms	100.0%	0	0	87.8 KB	31.1 KB
187	fe/16ae9b	42506	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5181310)	CACHED	0	2025-10-08 16:44:10.815	434ms	6ms	0.0%	2.4 MB	3.5 MB	87.8 KB	31 KB
192	4d/d99e06	42425	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5556343.consensus.fa)	CACHED	0	2025-10-08 16:44:03.097	7.2s	5s	121.9%	406.4 MB	2 GB	23.2 MB	2.6 MB
190	a4/36832f	42660	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5743893.consensus.fa)	CACHED	0	2025-10-08 16:49:47.785	6.1s	4s	141.6%	368.1 MB	2 GB	23.2 MB	2.6 MB
193	26/db7aa2	42729	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (SRR13500958.consensus.fa)	CACHED	0	2025-10-08 16:49:59.486	6s	5s	141.7%	380.6 MB	2 GB	23.2 MB	2.6 MB
194	de/9d7be9	42628	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5405022.consensus.fa)	CACHED	0	2025-10-08 16:49:42.004	5.8s	4s	144.3%	381.3 MB	2 GB	23.2 MB	2.6 MB
191	d0/dbb7dc	42700	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5181310.consensus.fa)	CACHED	0	2025-10-08 16:49:53.864	5.6s	4s	145.9%	382.7 MB	2 GB	23.2 MB	2.6 MB
195	2c/d0bfcc	42756	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:QUAST	CACHED	0	2025-10-08 16:50:05.504	3m 26s	8.3s	257.6%	234.1 MB	3.3 GB	639.2 MB	8.4 MB
196	01/a1101c	43492	NFCORE_VIRALRECON:ILLUMINA:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2025-10-08 17:12:09.877	3.5s	249ms	97.8%	12.7 MB	293.3 MB	1002.9 KB	8.8 KB
197	c9/72385d	43544	NFCORE_VIRALRECON:ILLUMINA:MULTIQC (1)	COMPLETED	0	2025-10-08 17:12:13.361	23.9s	22.8s	89.8%	180.3 MB	1.8 GB	109 MB	37.4 MB
